block,total_hr,ID_NCBA_BLOCK,ID_BLOCK_CODE,PRIORITY_BLOCK
AYDEN-CE,0.1,ELM_CITY-CW,35077G7CW,0
ELM_CITY-NE,1.0,ELM_CITY-NE,35077G7NE,0
ELM_CITY-NW,0.0,ELM_CITY-NW,35077G7NW,0
ELM_CITY-SE,2.5,ELM_CITY-SE,35077G7SE,1
ELM_CITY-SW,0.2,ELM_CITY-SW,35077G7SW,0
AYDEN-CW,0.1,EMERSON-CE,34078D5CE,0
EMERSON-CW,0.6,EMERSON-CW,34078D5CW,0
AYDEN-NE,7.0,EMERSON-SE,34078D5SE,0
ENFIELD-CE,0.1,ENFIELD-CE,36077B6CE,0
AYDEN-NW,0.0,ENFIELD-CW,36077B6CW,0
ENFIELD-NW,0.3,ENFIELD-NW,36077B6NW,0
ENFIELD-SE,1.2,ENFIELD-SE,36077B6SE,1
ENFIELD-SW,0.6,ENFIELD-SW,36077B6SW,0
ENGELHARD_EAST-CE,0.0,ENGELHARD_EAST-CE,35075E8CE,0
ENGELHARD_EAST-CW,3.1,ENGELHARD_EAST-CW,35075E8CW,1
ENGELHARD_EAST-NE,0.6,ENGELHARD_EAST-NE,35075E8NE,0
ENGELHARD_EAST-SW,3.5,ENGELHARD_EAST-SW,35075E8SW,0
ENGELHARD_NE-CE,2.6,ENGELHARD_NE-CE,35075F7CE,0
ENGELHARD_NE-NE,4.4,ENGELHARD_NE-NE,35075F7NE,0
ENGELHARD_NE-NW,3.0,ENGELHARD_NE-NW,35075F7NW,0
ENGELHARD_NE-SE,0.0,ENGELHARD_NE-SE,35075F7SE,1
AYDEN-SE,6.6,ENGELHARD_NW-CE,35075F8CE,1
AYDEN-SW,0.0,ENGELHARD_NW-CW,35075F8CW,
ENGELHARD_NW-NE,1.6,ENGELHARD_NW-NE,35075F8NE,0
ENGELHARD_NW-SE,3.0,ENGELHARD_NW-SE,35075F8SE,1
ENGELHARD_WEST-CE,0.0,ENGELHARD_WEST-CE,35076E1CE,0
ENGELHARD_WEST-CW,0.1,ENGELHARD_WEST-CW,35076E1CW,0
ENGELHARD_WEST-SE,8.1,ENGELHARD_WEST-SE,35076E1SE,1
ENGELHARD_WEST-SW,3.7,ENGELHARD_WEST-SW,35076E1SW,0
ENKA-CE,37.7,ENKA-CE,35082E6CE,0
ENKA-CW,4.3,ENKA-CW,35082E6CW,0
ENKA-NE,3.0,ENKA-NE,35082E6NE,0
ENKA-NW,6.3,ENKA-NW,35082E6NW,0
ENKA-SE,35.8,ENKA-SE,35082E6SE,1
ENKA-SW,38.5,ENKA-SW,35082E6SW,0
ENOCHVILLE-CE,0.0,ENOCHVILLE-CE,35080E6CE,0
ENOCHVILLE-CW,0.0,ENOCHVILLE-CW,35080E6CW,0
ENOCHVILLE-NE,0.0,ENOCHVILLE-NE,35080E6NE,0
ENOCHVILLE-NW,3.3,ENOCHVILLE-NW,35080E6NW,0
ENOCHVILLE-SE,1.4,ENOCHVILLE-SE,35080E6SE,1
ENOCHVILLE-SW,0.0,ENOCHVILLE-SW,35080E6SW,0
ERECT-NW,0.9,ERECT-NW,35079E6NW,0
ERNUL-SE,2.8,ERNUL-SE,35077C1SE,1
ERNUL-SW,0.3,ERNUL-SW,35077C1SW,0
ERWIN-CE,1.5,ERWIN-CE,35078C6CE,0
ERWIN-CW,5.6,ERWIN-CW,35078C6CW,0
ERWIN-NE,0.0,ERWIN-NE,35078C6NE,0
ERWIN-NW,0.7,ERWIN-NW,35078C6NW,0
ERWIN-SE,1.2,ERWIN-SE,35078C6SE,1
ESSEX-CE,21.8,ESSEX-CE,36077B8CE,0
ESSEX-CW,0.3,ESSEX-CW,36077B8CW,0
ESSEX-NE,1.7,ESSEX-NE,36077B8NE,0
ESSEX-NW,0.0,ESSEX-NW,36077B8NW,0
ESSEX-SE,3.4,ESSEX-SE,36077B8SE,1
ESSEX-SW,0.0,ESSEX-SW,36077B8SW,0
EVERGREEN-CW,0.5,EVERGREEN-CW,34078D8CW,0
EVERGREEN-NE,3.6,EVERGREEN-NE,34078D8NE,0
EVERGREEN-NW,0.1,EVERGREEN-NW,34078D8NW,0
EVERGREEN-SE,0.1,EVERGREEN-SE,34078D8SE,1
EVERGREEN-SW,1.6,EVERGREEN-SW,34078D8SW,0
EXUM-NE,14.4,EXUM-NE,34078A4NE,0
EXUM-NW,0.0,EXUM-NW,34078A4NW,0
EXUM-SE,1.6,EXUM-SE,34078A4SE,1
EXUM-SW,0.0,EXUM-SW,34078A4SW,0
FAIR_BLUFF-CE,2.5,FAIR_BLUFF-CE,34079C1CE,0
FAIR_BLUFF-NE,0.0,FAIR_BLUFF-NE,34079C1NE,0
FAIR_BLUFF-NW,7.4,FAIR_BLUFF-NW,34079C1NW,1
FAIR_GROVE-CE,0.0,FAIR_GROVE-CE,35080G1CE,0
FAIR_GROVE-NE,0.1,FAIR_GROVE-NE,35080G1NE,0
FAIR_GROVE-NW,0.4,FAIR_GROVE-NW,35080G1NW,0
FAIR_GROVE-SW,0.0,FAIR_GROVE-SW,35080G1SW,0
FAIRFIELD_NE-CW,0.8,FAIRFIELD_NE-CW,35076F1CW,0
FAIRFIELD_NE-NE,0.2,FAIRFIELD_NE-NE,35076F1NE,0
FAIRFIELD_NE-NW,1.1,FAIRFIELD_NE-NW,35076F1NW,0
FAIRFIELD_NW-NE,0.4,FAIRFIELD_NW-NE,35076F2NE,0
FAIRFIELD_NW-NW,0.0,FAIRFIELD_NW-NW,35076F2NW,0
FAIRFIELD_NW-SW,0.2,FAIRFIELD_NW-SW,35076F2SW,0
FAIRFIELD-CW,0.6,FAIRFIELD-CW,35076E2CW,1
FAIRFIELD-NW,0.6,FAIRFIELD-NW,35076E2NW,0
AYERSVILLE-CE,2.1,FAIRFIELD-SE,35076E2SE,0
FAIRFIELD-SW,3.2,FAIRFIELD-SW,35076E2SW,0
FAIRMONT-CE,0.0,FAIRMONT-CE,34079D1CE,0
FAIRMONT-CW,0.0,FAIRMONT-CW,34079D1CW,0
FAIRMONT-NE,0.1,FAIRMONT-NE,34079D1NE,0
FAIRMONT-NW,0.3,FAIRMONT-NW,34079D1NW,0
FAIRMONT-SE,3.1,FAIRMONT-SE,34079D1SE,1
FAIRMONT-SW,0.4,FAIRMONT-SW,34079D1SW,0
FAISON-CE,0.0,FAISON-CE,35078A2CE,0
AYERSVILLE-NE,4.3,FAISON-CW,35078A2CW,0
FAISON-NE,0.3,FAISON-NE,35078A2NE,0
FAISON-SE,1.0,FAISON-SE,35078A2SE,1
FAISON-SW,0.0,FAISON-SW,35078A2SW,0
FALKLAND-CE,0.0,FALKLAND-CE,35077F5CE,0
FALKLAND-NE,48.1,FALKLAND-NE,35077F5NE,0
FALKLAND-SE,0.0,FALKLAND-SE,35077F5SE,1
FALLING_CREEK-CE,0.1,FALLING_CREEK-CE,35077C6CE,0
FALLING_CREEK-SE,1.5,FALLING_CREEK-SE,35077C6SE,1
FALLING_CREEK-SW,0.3,FALLING_CREEK-SW,35077C6SW,0
FARMER-NE,0.1,FARMER-NE,35079F8NE,0
FARMER-SE,5.4,FARMER-SE,35079F8SE,1
FARMER-SW,0.0,FARMER-SW,35079F8SW,0
FARMINGTON-CE,0.8,FARMINGTON-CE,36080A5CE,0
FARMINGTON-NE,21.2,FARMINGTON-NE,36080A5NE,0
FARMINGTON-NW,1.9,FARMINGTON-NW,36080A5NW,0
FARMINGTON-SE,1.3,FARMINGTON-SE,36080A5SE,1
FARMLIFE-CW,0.2,FARMLIFE-CW,35076F8CW,0
FARMLIFE-NW,1.2,FARMLIFE-NW,35076F8NW,0
FARMLIFE-SE,0.2,FARMLIFE-SE,35076F8SE,1
FARMVILLE-CE,0.1,FARMVILLE-CE,35077E5CE,0
AYERSVILLE-SE,0.6,FARMVILLE-NE,35077E5NE,1
FARMVILLE-NW,0.4,FARMVILLE-NW,35077E5NW,0
FARMVILLE-SE,3.5,FARMVILLE-SE,35077E5SE,1
FARMVILLE-SW,1.1,FARMVILLE-SW,35077E5SW,0
FARRINGTON-CE,89.3,FARRINGTON-CE,35079G1CE,0
FARRINGTON-CW,1018.2,FARRINGTON-CW,35079G1CW,0
FARRINGTON-NE,32.4,FARRINGTON-NE,35079G1NE,0
FARRINGTON-NW,95.0,FARRINGTON-NW,35079G1NW,0
FARRINGTON-SE,222.5,FARRINGTON-SE,35079G1SE,1
FARRINGTON-SW,4.6,FARRINGTON-SW,35079G1SW,0
FAYETTEVILLE-CE,77.4,FAYETTEVILLE-CE,35078A8CE,0
FAYETTEVILLE-CW,3.1,FAYETTEVILLE-CW,35078A8CW,0
FAYETTEVILLE-NE,0.1,FAYETTEVILLE-NE,35078A8NE,0
FAYETTEVILLE-NW,0.4,FAYETTEVILLE-NW,35078A8NW,0
FAYETTEVILLE-SE,15.2,FAYETTEVILLE-SE,35078A8SE,1
FAYETTEVILLE-SW,4.9,FAYETTEVILLE-SW,35078A8SW,0
FINES_CREEK-CE,57.5,FINES_CREEK-CE,35082F8CE,0
FINES_CREEK-CW,4.5,FINES_CREEK-CW,35082F8CW,0
FINES_CREEK-NE,2.7,FINES_CREEK-NE,35082F8NE,0
FINES_CREEK-NW,20.8,FINES_CREEK-NW,35082F8NW,0
FINES_CREEK-SE,0.0,FINES_CREEK-SE,35082F8SE,1
FINES_CREEK-SW,0.1,FINES_CREEK-SW,35082F8SW,0
FINGERVILLE_EAST-NW,1.0,FINGERVILLE_EAST-NW,35081B8NW,1
BADIN-CE,4.6,FINGERVILLE_WEST-CE,35082B1CE,0
FINGERVILLE_WEST-NE,0.6,FINGERVILLE_WEST-NE,35082B1NE,0
FINGERVILLE_WEST-NW,81.7,FINGERVILLE_WEST-NW,35082B1NW,1
FLOWERS-CE,0.1,FLOWERS-CE,35078F3CE,0
FLOWERS-CW,4.4,FLOWERS-CW,35078F3CW,0
BADIN-CW,7.7,FLOWERS-NE,35078F3NE,0
FLOWERS-SE,0.0,FLOWERS-SE,35078F3SE,1
FLOWERS-SW,76.8,FLOWERS-SW,35078F3SW,0
FOLKSTONE-CE,0.0,FOLKSTONE-CE,34077E5CE,0
FOLKSTONE-CW,0.0,FOLKSTONE-CW,34077E5CW,0
FOLKSTONE-NW,0.0,FOLKSTONE-NW,34077E5NW,0
FOLKSTONE-SE,5.4,FOLKSTONE-SE,34077E5SE,1
FONTANA_DAM-CE,5.5,FONTANA_DAM-CE,35083D7CE,0
FONTANA_DAM-CW,1.2,FONTANA_DAM-CW,35083D7CW,0
FONTANA_DAM-NE,1.5,FONTANA_DAM-NE,35083D7NE,0
FONTANA_DAM-NW,0.0,FONTANA_DAM-NW,35083D7NW,0
FONTANA_DAM-SE,34.4,FONTANA_DAM-SE,35083D7SE,1
FONTANA_DAM-SW,1.8,FONTANA_DAM-SW,35083D7SW,0
FOREST_CITY-CE,0.0,FOREST_CITY-CE,35081C7CE,0
FOREST_CITY-CW,0.0,FOREST_CITY-CW,35081C7CW,0
FOREST_CITY-NE,0.0,FOREST_CITY-NE,35081C7NE,0
FOREST_CITY-NW,0.0,FOREST_CITY-NW,35081C7NW,0
FOREST_CITY-SE,0.0,FOREST_CITY-SE,35081C7SE,1
FORT_BARNWELL-CE,0.1,FORT_BARNWELL-CE,35077C3CE,0
FORT_BARNWELL-CW,0.0,FORT_BARNWELL-CW,35077C3CW,0
FORT_BARNWELL-NE,0.0,FORT_BARNWELL-NE,35077C3NE,0
FORT_BARNWELL-NW,0.0,FORT_BARNWELL-NW,35077C3NW,0
FORT_BARNWELL-SE,7.6,FORT_BARNWELL-SE,35077C3SE,1
FORT_LANDING-CW,5.4,FORT_LANDING-CW,35076H1CW,0
FORT_LANDING-NE,1.4,FORT_LANDING-NE,35076H1NE,0
FORT_LANDING-NW,39.9,FORT_LANDING-NW,35076H1NW,0
FORT_LANDING-SE,2.3,FORT_LANDING-SE,35076H1SE,1
FORT_LANDING-SW,58.0,FORT_LANDING-SW,35076H1SW,0
FORT_MILL-CE,1.0,FORT_MILL-CE,35080A8CE,0
FORT_MILL-NE,20.7,FORT_MILL-NE,35080A8NE,0
FORT_MILL-NW,1.8,FORT_MILL-NW,35080A8NW,0
FOUNTAIN-CE,12.4,FOUNTAIN-CE,35077F6CE,0
FOUNTAIN-CW,0.0,FOUNTAIN-CW,35077F6CW,0
FOUNTAIN-NE,0.3,FOUNTAIN-NE,35077F6NE,0
FOUNTAIN-NW,0.0,FOUNTAIN-NW,35077F6NW,0
FOUNTAIN-SE,0.3,FOUNTAIN-SE,35077F6SE,1
FOUNTAIN-SW,0.0,FOUNTAIN-SW,35077F6SW,0
BADIN-NE,2.0,FOUR_OAKS_NE-CE,35078D3CE,0
FOUR_OAKS_NE-CW,0.0,FOUR_OAKS_NE-CW,35078D3CW,0
FOUR_OAKS_NE-NE,1.8,FOUR_OAKS_NE-NE,35078D3NE,0
FOUR_OAKS_NE-NW,0.2,FOUR_OAKS_NE-NW,35078D3NW,0
FOUR_OAKS_NE-SE,4.2,FOUR_OAKS_NE-SE,35078D3SE,1
FOUR_OAKS_NE-SW,0.0,FOUR_OAKS_NE-SW,35078D3SW,0
FOUR_OAKS-CE,0.0,FOUR_OAKS-CE,35078D4CE,0
FOUR_OAKS-CW,0.0,FOUR_OAKS-CW,35078D4CW,0
FOUR_OAKS-NE,2.4,FOUR_OAKS-NE,35078D4NE,0
FOUR_OAKS-NW,2.1,FOUR_OAKS-NW,35078D4NW,0
FOUR_OAKS-SE,0.0,FOUR_OAKS-SE,35078D4SE,1
FOUR_OAKS-SW,0.1,FOUR_OAKS-SW,35078D4SW,0
FRANKLIN-CE,46.7,FRANKLIN-CE,35083B4CE,0
FRANKLIN-CW,12.9,FRANKLIN-CW,35083B4CW,0
FRANKLIN-NE,28.1,FRANKLIN-NE,35083B4NE,0
FRANKLIN-NW,1.9,FRANKLIN-NW,35083B4NW,0
FRANKLIN-SE,40.7,FRANKLIN-SE,35083B4SE,1
FRANKLIN-SW,49.5,FRANKLIN-SW,35083B4SW,0
FRANKLINTON-CE,0.0,FRANKLINTON-CE,36078A4CE,0
FRANKLINTON-CW,4.0,FRANKLINTON-CW,36078A4CW,0
FRANKLINTON-NE,2.8,FRANKLINTON-NE,36078A4NE,0
FRANKLINTON-NW,3.8,FRANKLINTON-NW,36078A4NW,0
FRANKLINTON-SE,0.2,FRANKLINTON-SE,36078A4SE,1
FRANKLINTON-SW,4.0,FRANKLINTON-SW,36078A4SW,0
FREELAND-CE,0.0,FREELAND-CE,34078A5CE,0
FREELAND-SE,1.3,FREELAND-SE,34078A5SE,1
FREELAND-SW,0.8,FREELAND-SW,34078A5SW,0
FREEMAN-CE,0.0,FREEMAN-CE,34078C3CE,0
FREEMAN-CW,1.9,FREEMAN-CW,34078C3CW,0
FREEMAN-NE,0.0,FREEMAN-NE,34078C3NE,0
FREMONT-CE,0.0,FREMONT-CE,35077E8CE,0
FREMONT-CW,0.0,FREMONT-CW,35077E8CW,0
FREMONT-NE,0.0,FREMONT-NE,35077E8NE,0
FREMONT-NW,0.0,FREMONT-NW,35077E8NW,0
FREMONT-SE,1.8,FREMONT-SE,35077E8SE,1
FREMONT-SW,0.0,FREMONT-SW,35077E8SW,0
